m,TagName,
"2020-12-01 00:00:00","javascript","18176"
"2020-12-01 00:00:00","assembly","310"
"2020-12-01 00:00:00","c#","6368"
"2020-12-01 00:00:00","c","2762"
"2020-12-01 00:00:00","c++","4770"
"2020-12-01 00:00:00","java","9112"
"2020-12-01 00:00:00","python","25037"
"2020-12-01 00:00:00","go","578"
"2020-12-01 00:00:00","php","5457"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","547"
"2020-12-01 00:00:00","r","4869"
"2020-12-01 00:00:00","swift","2395"
"2021-01-01 00:00:00","java","9536"
"2021-01-01 00:00:00","javascript","19500"
"2021-01-01 00:00:00","c++","4505"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","assembly","330"
"2021-01-01 00:00:00","c","2734"
"2021-01-01 00:00:00","python","26304"
"2021-01-01 00:00:00","c#","6926"
"2021-01-01 00:00:00","r","5034"
"2021-01-01 00:00:00","php","5633"
"2021-01-01 00:00:00","ruby","587"
"2021-01-01 00:00:00","go","604"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2762"
"2021-02-01 00:00:00","delphi","201"
"2021-02-01 00:00:00","javascript","17925"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","java","9134"
"2021-02-01 00:00:00","assembly","256"
"2021-02-01 00:00:00","c#","6588"
"2021-02-01 00:00:00","r","5034"
"2021-02-01 00:00:00","c","2353"
"2021-02-01 00:00:00","python","24934"
"2021-02-01 00:00:00","php","5235"
"2021-02-01 00:00:00","c++","4449"
"2021-02-01 00:00:00","go","626"
"2021-02-01 00:00:00","ruby","602"
"2021-02-01 00:00:00","swift","2723"
"2021-03-01 00:00:00","assembly","339"
"2021-03-01 00:00:00","c++","4718"
"2021-03-01 00:00:00","c","2651"
"2021-03-01 00:00:00","c#","7306"
"2021-03-01 00:00:00","delphi","271"
"2021-03-01 00:00:00","javascript","19781"
"2021-03-01 00:00:00","java","10401"
"2021-03-01 00:00:00","go","824"
"2021-03-01 00:00:00","php","5561"
"2021-03-01 00:00:00","ruby","569"
"2021-03-01 00:00:00","python","28116"
"2021-03-01 00:00:00","swift","2904"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","r","6077"
"2021-04-01 00:00:00","java","9495"
"2021-04-01 00:00:00","c#","6741"
"2021-04-01 00:00:00","perl","142"
"2021-04-01 00:00:00","javascript","18615"
"2021-04-01 00:00:00","assembly","342"
"2021-04-01 00:00:00","c++","4324"
"2021-04-01 00:00:00","c","2448"
"2021-04-01 00:00:00","php","5096"
"2021-04-01 00:00:00","python","26479"
"2021-04-01 00:00:00","swift","2518"
"2021-04-01 00:00:00","r","5608"
"2021-04-01 00:00:00","ruby","604"
"2021-04-01 00:00:00","delphi","186"
"2021-04-01 00:00:00","go","683"
"2021-05-01 00:00:00","c++","4584"
"2021-05-01 00:00:00","delphi","179"
"2021-05-01 00:00:00","java","9680"
"2021-05-01 00:00:00","c","2249"
"2021-05-01 00:00:00","python","26058"
"2021-05-01 00:00:00","c#","6542"
"2021-05-01 00:00:00","assembly","323"
"2021-05-01 00:00:00","go","699"
"2021-05-01 00:00:00","swift","2209"
"2021-05-01 00:00:00","javascript","18420"
"2021-05-01 00:00:00","perl","122"
"2021-05-01 00:00:00","r","5398"
"2021-05-01 00:00:00","ruby","446"
"2021-05-01 00:00:00","php","5070"
"2021-06-01 00:00:00","php","4865"
"2021-06-01 00:00:00","c#","6424"
"2021-06-01 00:00:00","go","645"
"2021-06-01 00:00:00","assembly","275"
"2021-06-01 00:00:00","c++","4174"
"2021-06-01 00:00:00","python","24551"
"2021-06-01 00:00:00","c","1998"
"2021-06-01 00:00:00","delphi","133"
"2021-06-01 00:00:00","javascript","17634"
"2021-06-01 00:00:00","java","9214"
"2021-06-01 00:00:00","ruby","469"
"2021-06-01 00:00:00","perl","157"
"2021-06-01 00:00:00","swift","2118"
"2021-06-01 00:00:00","r","4945"
"2021-07-01 00:00:00","delphi","147"
"2021-07-01 00:00:00","perl","140"
"2021-07-01 00:00:00","php","4624"
"2021-07-01 00:00:00","java","8353"
"2021-07-01 00:00:00","c#","5936"
"2021-07-01 00:00:00","assembly","188"
"2021-07-01 00:00:00","c++","3789"
"2021-07-01 00:00:00","c","1719"
"2021-07-01 00:00:00","go","651"
"2021-07-01 00:00:00","r","4678"
"2021-07-01 00:00:00","ruby","500"
"2021-07-01 00:00:00","javascript","17376"
"2021-07-01 00:00:00","swift","2274"
"2021-07-01 00:00:00","python","24151"
"2021-08-01 00:00:00","java","7972"
"2021-08-01 00:00:00","assembly","166"
"2021-08-01 00:00:00","go","787"
"2021-08-01 00:00:00","c","1627"
"2021-08-01 00:00:00","c#","5772"
"2021-08-01 00:00:00","delphi","141"
"2021-08-01 00:00:00","python","23179"
"2021-08-01 00:00:00","c++","3484"
"2021-08-01 00:00:00","javascript","17083"
"2021-08-01 00:00:00","perl","119"
"2021-08-01 00:00:00","r","4577"
"2021-08-01 00:00:00","php","4613"
"2021-08-01 00:00:00","swift","2209"
"2021-08-01 00:00:00","ruby","508"
"2021-09-01 00:00:00","java","7836"
"2021-09-01 00:00:00","c++","3929"
"2021-09-01 00:00:00","assembly","197"
"2021-09-01 00:00:00","c#","5782"
"2021-09-01 00:00:00","c","1805"
"2021-09-01 00:00:00","javascript","16755"
"2021-09-01 00:00:00","delphi","144"
"2021-09-01 00:00:00","go","663"
"2021-09-01 00:00:00","perl","114"
"2021-09-01 00:00:00","ruby","507"
"2021-09-01 00:00:00","php","4344"
"2021-09-01 00:00:00","swift","1946"
"2021-09-01 00:00:00","python","22036"
"2021-09-01 00:00:00","r","4337"
"2021-10-01 00:00:00","java","7882"
"2021-10-01 00:00:00","assembly","228"
"2021-10-01 00:00:00","c#","6097"
"2021-10-01 00:00:00","delphi","149"
"2021-10-01 00:00:00","c","2223"
"2021-10-01 00:00:00","go","765"
"2021-10-01 00:00:00","javascript","16380"
"2021-10-01 00:00:00","php","4350"
"2021-10-01 00:00:00","c++","4128"
"2021-10-01 00:00:00","perl","132"
"2021-10-01 00:00:00","python","23173"
"2021-10-01 00:00:00","r","4767"
"2021-10-01 00:00:00","ruby","482"
"2021-10-01 00:00:00","swift","1868"
"2021-11-01 00:00:00","java","9354"
"2021-11-01 00:00:00","delphi","166"
"2021-11-01 00:00:00","c++","4710"
"2021-11-01 00:00:00","c","2663"
"2021-11-01 00:00:00","assembly","374"
"2021-11-01 00:00:00","c#","7204"
"2021-11-01 00:00:00","python","25984"
"2021-11-01 00:00:00","go","794"
"2021-11-01 00:00:00","perl","88"
"2021-11-01 00:00:00","javascript","17427"
"2021-11-01 00:00:00","swift","1982"
"2021-11-01 00:00:00","r","4890"
"2021-11-01 00:00:00","ruby","478"
"2021-11-01 00:00:00","php","4995"
